REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-60_beta_0.2.pcm	 0.683	 1.101	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_60_beta_0.2.pcm	 0.481	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-60_beta_0.3.pcm	 0.495	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_60_beta_0.3.pcm	 0.485	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-75_beta_0.2.pcm	 0.628	 1.093	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_75_beta_0.2.pcm	 0.546	 1.083	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-75_beta_0.3.pcm	 0.412	 1.068	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_75_beta_0.3.pcm	 0.318	 1.059	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-90_beta_0.2.pcm	 0.694	 1.103	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_90_beta_0.2.pcm	 0.207	 1.050	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-90_beta_0.3.pcm	 0.408	 1.067	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_90_beta_0.3.pcm	 0.505	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_0_beta_0.2.pcm	 0.125	 1.044	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_0_beta_0.3.pcm	 0.138	 1.045	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-15_beta_0.2.pcm	 0.389	 1.066	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_15_beta_0.2.pcm	 0.325	 1.060	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-15_beta_0.3.pcm	 0.602	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_15_beta_0.3.pcm	 0.631	 1.094	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-30_beta_0.2.pcm	 0.390	 1.066	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_30_beta_0.2.pcm	 0.532	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-30_beta_0.3.pcm	 0.560	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_30_beta_0.3.pcm	 0.606	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-45_beta_0.2.pcm	 0.428	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_45_beta_0.2.pcm	 0.356	 1.062	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-45_beta_0.3.pcm	 0.506	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_45_beta_0.3.pcm	 0.528	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-60_beta_0.2.pcm	 0.682	 1.101	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_60_beta_0.2.pcm	 0.501	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-60_beta_0.3.pcm	 0.541	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_60_beta_0.3.pcm	 0.557	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-75_beta_0.2.pcm	 0.589	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_75_beta_0.2.pcm	 0.551	 1.083	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-75_beta_0.3.pcm	 0.478	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_75_beta_0.3.pcm	 0.605	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-90_beta_0.2.pcm	 0.336	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_90_beta_0.2.pcm	 0.226	 1.051	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_-90_beta_0.3.pcm	 0.383	 1.065	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_8_degree_90_beta_0.3.pcm	 0.425	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_0_beta_0.2.pcm	 0.165	 1.047	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_0_beta_0.3.pcm	 0.281	 1.056	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-15_beta_0.2.pcm	 0.201	 1.049	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_15_beta_0.2.pcm	 0.255	 1.054	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-15_beta_0.3.pcm	 0.488	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_15_beta_0.3.pcm	 0.605	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-30_beta_0.2.pcm	 0.483	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_30_beta_0.2.pcm	 0.283	 1.056	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-30_beta_0.3.pcm	 0.529	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_30_beta_0.3.pcm	 0.567	 1.085	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-45_beta_0.2.pcm	 0.423	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_45_beta_0.2.pcm	 0.317	 1.059	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-45_beta_0.3.pcm	 0.458	 1.073	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_45_beta_0.3.pcm	 0.496	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-60_beta_0.2.pcm	 0.277	 1.055	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_60_beta_0.2.pcm	 0.253	 1.053	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-60_beta_0.3.pcm	 0.573	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_60_beta_0.3.pcm	 0.579	 1.087	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-75_beta_0.2.pcm	 0.511	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_75_beta_0.2.pcm	 0.447	 1.071	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-75_beta_0.3.pcm	 0.632	 1.094	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_75_beta_0.3.pcm	 0.571	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-90_beta_0.2.pcm	 0.750	 1.112	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_90_beta_0.2.pcm	 0.605	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_-90_beta_0.3.pcm	 0.539	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_9_degree_90_beta_0.3.pcm	 0.530	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_0_beta_0.2.pcm	 0.301	 1.057	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_0_beta_0.3.pcm	 3.610	 3.702	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_0_beta_0.4.pcm	 0.257	 1.054	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_0_beta_0.5.pcm	 0.305	 1.058	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-15_beta_0.2.pcm	 0.511	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_15_beta_0.2.pcm	 0.437	 1.070	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-15_beta_0.3.pcm	 0.383	 1.065	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_15_beta_0.3.pcm	 0.425	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-15_beta_0.4.pcm	 0.596	 1.089	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_15_beta_0.4.pcm	 0.318	 1.059	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-15_beta_0.5.pcm	 0.674	 1.100	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_15_beta_0.5.pcm	 0.524	 1.080	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-30_beta_0.2.pcm	 0.558	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_30_beta_0.2.pcm	 0.417	 1.068	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-30_beta_0.3.pcm	 0.471	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_30_beta_0.3.pcm	 0.320	 1.059	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-30_beta_0.4.pcm	 0.554	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_30_beta_0.4.pcm	 0.572	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-30_beta_0.5.pcm	 0.604	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_30_beta_0.5.pcm	 0.345	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-45_beta_0.2.pcm	 0.087	 1.042	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_45_beta_0.2.pcm	 0.074	 1.041	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-45_beta_0.3.pcm	 0.454	 1.072	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_45_beta_0.3.pcm	 0.470	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-45_beta_0.4.pcm	 0.617	 1.092	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_45_beta_0.4.pcm	 0.488	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-45_beta_0.5.pcm	 0.602	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_45_beta_0.5.pcm	 0.424	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-60_beta_0.2.pcm	 0.312	 1.058	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_60_beta_0.2.pcm	 0.308	 1.058	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-60_beta_0.3.pcm	 0.480	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_60_beta_0.3.pcm	 0.507	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-60_beta_0.4.pcm	 0.596	 1.089	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_60_beta_0.4.pcm	 0.427	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-60_beta_0.5.pcm	 0.479	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_60_beta_0.5.pcm	 0.387	 1.065	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-75_beta_0.2.pcm	 0.337	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_75_beta_0.2.pcm	 0.085	 1.042	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-75_beta_0.3.pcm	 0.414	 1.068	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_75_beta_0.3.pcm	 0.554	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-75_beta_0.4.pcm	 0.613	 1.091	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_75_beta_0.4.pcm	 0.481	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-75_beta_0.5.pcm	 0.689	 1.102	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_75_beta_0.5.pcm	 0.599	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-90_beta_0.2.pcm	 0.340	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_90_beta_0.2.pcm	 0.232	 1.052	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-90_beta_0.3.pcm	 0.508	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_90_beta_0.3.pcm	 0.593	 1.089	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-90_beta_0.4.pcm	 0.566	 1.085	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_90_beta_0.4.pcm	 0.424	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_-90_beta_0.5.pcm	 0.516	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_1_degree_90_beta_0.5.pcm	 0.536	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_0_beta_0.2.pcm	 0.517	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_0_beta_0.3.pcm	 0.190	 1.049	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_0_beta_0.4.pcm	 0.184	 1.048	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_0_beta_0.5.pcm	 0.391	 1.066	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-15_beta_0.2.pcm	 0.678	 1.101	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_15_beta_0.2.pcm	 2.957	 2.759	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-15_beta_0.3.pcm	 0.586	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_15_beta_0.3.pcm	 0.369	 1.064	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-15_beta_0.4.pcm	 0.487	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_15_beta_0.4.pcm	 0.363	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-15_beta_0.5.pcm	 0.557	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_15_beta_0.5.pcm	 0.496	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-30_beta_0.2.pcm	 0.539	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_30_beta_0.2.pcm	 3.034	 2.873	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-30_beta_0.3.pcm	 0.469	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_30_beta_0.3.pcm	 0.385	 1.065	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-30_beta_0.4.pcm	 0.479	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_30_beta_0.4.pcm	 0.538	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-30_beta_0.5.pcm	 0.303	 1.058	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_30_beta_0.5.pcm	 0.540	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-45_beta_0.2.pcm	 0.409	 1.068	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_45_beta_0.2.pcm	 0.239	 1.052	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-45_beta_0.3.pcm	 0.569	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_45_beta_0.3.pcm	 0.424	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-45_beta_0.4.pcm	 0.396	 1.066	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_45_beta_0.4.pcm	 0.552	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-45_beta_0.5.pcm	 0.427	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_45_beta_0.5.pcm	 0.298	 1.057	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-60_beta_0.2.pcm	 0.551	 1.083	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_60_beta_0.2.pcm	 0.446	 1.071	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-60_beta_0.3.pcm	 0.553	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_60_beta_0.3.pcm	 0.438	 1.071	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-60_beta_0.4.pcm	 0.715	 1.106	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_60_beta_0.4.pcm	 0.572	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-60_beta_0.5.pcm	 0.674	 1.100	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_60_beta_0.5.pcm	 0.657	 1.098	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-75_beta_0.2.pcm	 0.567	 1.085	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_75_beta_0.2.pcm	 0.324	 1.059	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-75_beta_0.3.pcm	 0.295	 1.057	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_75_beta_0.3.pcm	 0.321	 1.059	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-75_beta_0.4.pcm	 0.675	 1.100	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_75_beta_0.4.pcm	 0.265	 1.054	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-75_beta_0.5.pcm	 0.431	 1.070	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_75_beta_0.5.pcm	 0.407	 1.067	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-90_beta_0.2.pcm	 3.493	 3.545	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_90_beta_0.2.pcm	 0.251	 1.053	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-90_beta_0.3.pcm	 0.654	 1.097	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_90_beta_0.3.pcm	 0.525	 1.080	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-90_beta_0.4.pcm	 0.654	 1.097	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_90_beta_0.4.pcm	 0.465	 1.073	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_-90_beta_0.5.pcm	 0.694	 1.103	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_2_degree_90_beta_0.5.pcm	 0.498	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_0_beta_0.2.pcm	 0.425	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_0_beta_0.3.pcm	 0.204	 1.050	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_0_beta_0.4.pcm	 0.342	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_0_beta_0.5.pcm	 0.366	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-15_beta_0.2.pcm	 0.216	 1.051	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_15_beta_0.2.pcm	 0.569	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-15_beta_0.3.pcm	 0.757	 1.113	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_15_beta_0.3.pcm	 0.668	 1.099	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-15_beta_0.4.pcm	 0.473	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_15_beta_0.4.pcm	 0.556	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-15_beta_0.5.pcm	 0.617	 1.092	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_15_beta_0.5.pcm	 0.700	 1.104	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-30_beta_0.2.pcm	 0.302	 1.058	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_30_beta_0.2.pcm	 0.569	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-30_beta_0.3.pcm	 0.678	 1.101	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_30_beta_0.3.pcm	 0.458	 1.073	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-30_beta_0.4.pcm	 0.343	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_30_beta_0.4.pcm	 0.591	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-30_beta_0.5.pcm	 0.480	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_30_beta_0.5.pcm	 0.502	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-45_beta_0.2.pcm	 0.476	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_45_beta_0.2.pcm	 0.468	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-45_beta_0.3.pcm	 0.608	 1.091	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_45_beta_0.3.pcm	 0.539	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-45_beta_0.4.pcm	 0.575	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_45_beta_0.4.pcm	 0.329	 1.060	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-45_beta_0.5.pcm	 0.676	 1.100	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_45_beta_0.5.pcm	 0.561	 1.085	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-60_beta_0.2.pcm	 0.562	 1.085	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_60_beta_0.2.pcm	 0.161	 1.047	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-60_beta_0.3.pcm	 0.470	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_60_beta_0.3.pcm	 0.578	 1.087	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-60_beta_0.4.pcm	 0.573	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_60_beta_0.4.pcm	 0.507	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-60_beta_0.5.pcm	 0.427	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_60_beta_0.5.pcm	 0.550	 1.083	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-75_beta_0.2.pcm	 0.041	 1.039	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_75_beta_0.2.pcm	 0.342	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-75_beta_0.3.pcm	 0.598	 1.089	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_75_beta_0.3.pcm	 0.515	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_4_4_5_dist_3_degree_-75_beta_0.4.pcm	 0.512	 1.079	 16000	nb
