REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_-60_beta_0.4.pcm	 0.250	 1.053	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_60_beta_0.4.pcm	 0.195	 1.049	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_-75_beta_0.2.pcm	 0.263	 1.054	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_75_beta_0.2.pcm	 0.603	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_-75_beta_0.3.pcm	 0.652	 1.097	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_75_beta_0.3.pcm	 0.651	 1.097	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_-75_beta_0.4.pcm	 0.599	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_75_beta_0.4.pcm	 0.369	 1.064	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_-90_beta_0.2.pcm	 0.678	 1.101	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_90_beta_0.2.pcm	 0.309	 1.058	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_-90_beta_0.3.pcm	 0.536	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_90_beta_0.3.pcm	 0.499	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_-90_beta_0.4.pcm	 0.627	 1.093	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_1_degree_90_beta_0.4.pcm	 0.493	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_0_beta_0.2.pcm	 0.177	 1.048	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_0_beta_0.3.pcm	 0.369	 1.064	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_0_beta_0.4.pcm	 0.257	 1.054	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-15_beta_0.2.pcm	 0.592	 1.089	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_15_beta_0.2.pcm	 0.254	 1.054	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-15_beta_0.3.pcm	 0.376	 1.064	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_15_beta_0.3.pcm	 0.426	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-15_beta_0.4.pcm	 0.453	 1.072	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_15_beta_0.4.pcm	 0.423	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-30_beta_0.2.pcm	 0.362	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_30_beta_0.2.pcm	 0.455	 1.072	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-30_beta_0.3.pcm	 0.420	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_30_beta_0.3.pcm	 0.378	 1.064	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-30_beta_0.4.pcm	 0.248	 1.053	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_30_beta_0.4.pcm	 0.481	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-45_beta_0.2.pcm	 0.647	 1.096	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_45_beta_0.2.pcm	 0.510	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-45_beta_0.3.pcm	 0.624	 1.093	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_45_beta_0.3.pcm	 0.441	 1.071	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-45_beta_0.4.pcm	 0.699	 1.104	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_45_beta_0.4.pcm	 0.592	 1.089	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-60_beta_0.2.pcm	 0.507	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_60_beta_0.2.pcm	 0.506	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-60_beta_0.3.pcm	 0.474	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_60_beta_0.3.pcm	 0.519	 1.080	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-60_beta_0.4.pcm	 0.506	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_60_beta_0.4.pcm	 0.328	 1.060	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-75_beta_0.2.pcm	 0.688	 1.102	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_75_beta_0.2.pcm	 0.327	 1.060	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-75_beta_0.3.pcm	 0.459	 1.073	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_75_beta_0.3.pcm	 0.521	 1.080	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-75_beta_0.4.pcm	 0.497	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_75_beta_0.4.pcm	 0.401	 1.067	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-90_beta_0.2.pcm	 0.591	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_90_beta_0.2.pcm	 0.206	 1.050	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-90_beta_0.3.pcm	 0.606	 1.091	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_90_beta_0.3.pcm	 0.395	 1.066	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_-90_beta_0.4.pcm	 0.522	 1.080	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_2_degree_90_beta_0.4.pcm	 0.500	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_0_beta_0.2.pcm	 0.328	 1.060	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_0_beta_0.3.pcm	 0.347	 1.062	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_0_beta_0.4.pcm	 0.547	 1.083	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-15_beta_0.2.pcm	 0.626	 1.093	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_15_beta_0.2.pcm	 0.601	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-15_beta_0.3.pcm	 0.572	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_15_beta_0.3.pcm	 0.346	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-15_beta_0.4.pcm	 0.630	 1.094	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_15_beta_0.4.pcm	 0.450	 1.072	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-30_beta_0.2.pcm	 3.067	 2.923	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_30_beta_0.2.pcm	 0.212	 1.050	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-30_beta_0.3.pcm	 0.613	 1.091	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_30_beta_0.3.pcm	 0.335	 1.060	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-30_beta_0.4.pcm	 0.523	 1.080	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_30_beta_0.4.pcm	 0.534	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-45_beta_0.2.pcm	 0.604	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_45_beta_0.2.pcm	 0.408	 1.067	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-45_beta_0.3.pcm	 0.498	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_45_beta_0.3.pcm	 0.486	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-45_beta_0.4.pcm	 0.530	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_45_beta_0.4.pcm	 0.497	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-60_beta_0.2.pcm	 0.617	 1.092	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_60_beta_0.2.pcm	 0.454	 1.072	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-60_beta_0.3.pcm	 0.504	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_60_beta_0.3.pcm	 0.379	 1.065	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-60_beta_0.4.pcm	 0.449	 1.072	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_60_beta_0.4.pcm	 0.432	 1.070	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-75_beta_0.2.pcm	 0.622	 1.093	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_75_beta_0.2.pcm	 0.546	 1.083	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-75_beta_0.3.pcm	 0.584	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_75_beta_0.3.pcm	 0.468	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-75_beta_0.4.pcm	 0.467	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_75_beta_0.4.pcm	 0.467	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-90_beta_0.2.pcm	 0.700	 1.104	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_90_beta_0.2.pcm	 0.532	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-90_beta_0.3.pcm	 0.490	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_90_beta_0.3.pcm	 0.473	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_-90_beta_0.4.pcm	 0.589	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_3_degree_90_beta_0.4.pcm	 0.494	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_0_beta_0.2.pcm	 0.365	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_0_beta_0.3.pcm	 0.375	 1.064	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_0_beta_0.4.pcm	 0.280	 1.056	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-15_beta_0.2.pcm	 0.489	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_15_beta_0.2.pcm	 0.615	 1.092	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-15_beta_0.3.pcm	 0.504	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_15_beta_0.3.pcm	 0.463	 1.073	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-15_beta_0.4.pcm	 0.594	 1.089	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_15_beta_0.4.pcm	 0.464	 1.073	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-30_beta_0.2.pcm	 0.478	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_30_beta_0.2.pcm	 0.596	 1.089	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-30_beta_0.3.pcm	 0.603	 1.090	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_30_beta_0.3.pcm	 0.558	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-30_beta_0.4.pcm	 0.221	 1.051	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_30_beta_0.4.pcm	 0.471	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-45_beta_0.2.pcm	 0.356	 1.062	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_45_beta_0.2.pcm	 0.343	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-45_beta_0.3.pcm	 0.643	 1.095	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_45_beta_0.3.pcm	 0.283	 1.056	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-45_beta_0.4.pcm	 0.487	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_45_beta_0.4.pcm	 0.289	 1.056	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-60_beta_0.2.pcm	 0.272	 1.055	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_60_beta_0.2.pcm	 0.224	 1.051	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-60_beta_0.3.pcm	 0.501	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_60_beta_0.3.pcm	 0.566	 1.085	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-60_beta_0.4.pcm	 0.336	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_60_beta_0.4.pcm	 0.323	 1.059	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-75_beta_0.2.pcm	 0.642	 1.095	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_75_beta_0.2.pcm	 0.190	 1.049	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-75_beta_0.3.pcm	 0.444	 1.071	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_75_beta_0.3.pcm	 0.450	 1.072	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-75_beta_0.4.pcm	 0.541	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_75_beta_0.4.pcm	 0.492	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-90_beta_0.2.pcm	 0.394	 1.066	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_90_beta_0.2.pcm	 0.363	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-90_beta_0.3.pcm	 0.488	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_90_beta_0.3.pcm	 0.362	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_-90_beta_0.4.pcm	 0.558	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_4_degree_90_beta_0.4.pcm	 0.429	 1.070	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_0_beta_0.2.pcm	 0.362	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_0_beta_0.3.pcm	 0.457	 1.073	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_0_beta_0.4.pcm	 0.258	 1.054	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-15_beta_0.2.pcm	 0.517	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_15_beta_0.2.pcm	 0.518	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-15_beta_0.3.pcm	 0.609	 1.091	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_15_beta_0.3.pcm	 0.306	 1.058	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-15_beta_0.4.pcm	 0.405	 1.067	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_15_beta_0.4.pcm	 0.498	 1.077	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-30_beta_0.2.pcm	 0.633	 1.094	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_30_beta_0.2.pcm	 0.338	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-30_beta_0.3.pcm	 0.531	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_30_beta_0.3.pcm	 0.562	 1.085	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-30_beta_0.4.pcm	 0.570	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_30_beta_0.4.pcm	 0.653	 1.097	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-45_beta_0.2.pcm	 0.766	 1.115	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_45_beta_0.2.pcm	 0.615	 1.092	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-45_beta_0.3.pcm	 0.528	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_45_beta_0.3.pcm	 0.492	 1.076	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-45_beta_0.4.pcm	 0.285	 1.056	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_45_beta_0.4.pcm	 0.336	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-60_beta_0.2.pcm	 0.187	 1.048	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_60_beta_0.2.pcm	 0.382	 1.065	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-60_beta_0.3.pcm	 0.453	 1.072	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_60_beta_0.3.pcm	 0.415	 1.068	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-60_beta_0.4.pcm	 0.475	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_60_beta_0.4.pcm	 0.643	 1.095	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-75_beta_0.2.pcm	 0.473	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_75_beta_0.2.pcm	 0.542	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-75_beta_0.3.pcm	 0.479	 1.075	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_75_beta_0.3.pcm	 0.404	 1.067	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-75_beta_0.4.pcm	 0.586	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_75_beta_0.4.pcm	 0.639	 1.095	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-90_beta_0.2.pcm	 0.653	 1.097	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_90_beta_0.2.pcm	 0.207	 1.050	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-90_beta_0.3.pcm	 0.542	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_90_beta_0.3.pcm	 0.507	 1.078	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_5_degree_-90_beta_0.4.pcm	 0.560	 1.084	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_0_beta_0.2.pcm	 0.342	 1.061	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_0_beta_0.3.pcm	 0.276	 1.055	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-15_beta_0.2.pcm	 0.416	 1.068	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_15_beta_0.2.pcm	 0.633	 1.094	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-15_beta_0.3.pcm	 0.416	 1.068	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_15_beta_0.3.pcm	 0.587	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-30_beta_0.2.pcm	 0.511	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_30_beta_0.2.pcm	 0.425	 1.069	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-30_beta_0.3.pcm	 0.401	 1.067	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_30_beta_0.3.pcm	 0.418	 1.068	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-45_beta_0.2.pcm	 0.548	 1.083	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_45_beta_0.2.pcm	 0.652	 1.097	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-45_beta_0.3.pcm	 0.546	 1.083	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_45_beta_0.3.pcm	 0.572	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-60_beta_0.2.pcm	 0.736	 1.110	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_60_beta_0.2.pcm	 0.276	 1.055	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-60_beta_0.3.pcm	 0.591	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_60_beta_0.3.pcm	 0.361	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-75_beta_0.2.pcm	 0.569	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_75_beta_0.2.pcm	 0.287	 1.056	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-75_beta_0.3.pcm	 0.434	 1.070	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_75_beta_0.3.pcm	 0.256	 1.054	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-90_beta_0.2.pcm	 0.572	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_90_beta_0.2.pcm	 0.168	 1.047	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_-90_beta_0.3.pcm	 0.542	 1.082	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_6_degree_90_beta_0.3.pcm	 0.468	 1.074	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_0_beta_0.2.pcm	 0.050	 1.039	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_0_beta_0.3.pcm	 0.270	 1.055	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-15_beta_0.2.pcm	 0.394	 1.066	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_15_beta_0.2.pcm	 0.571	 1.086	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-15_beta_0.3.pcm	 0.312	 1.058	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_15_beta_0.3.pcm	 0.291	 1.057	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-30_beta_0.2.pcm	 0.519	 1.080	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_30_beta_0.2.pcm	 0.586	 1.088	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-30_beta_0.3.pcm	 0.358	 1.063	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_30_beta_0.3.pcm	 0.532	 1.081	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-45_beta_0.2.pcm	 0.404	 1.067	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_45_beta_0.2.pcm	 0.562	 1.085	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_-45_beta_0.3.pcm	 0.515	 1.079	 16000	nb
clean.pcm	 ../gdata_ori_out/Room_2_10_4_dist_7_degree_45_beta_0.3.pcm	 0.468	 1.074	 16000	nb
